Causa_peaton,Condicion_fisica,Edad,Num_expediente,Sexo,Tipo_persona,Tipo_vehiculo
No es debido al peatón,Herido leve,23,2015S008442,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,32,2015S002449,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,10,2015S000780,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve,25,2015S004775,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,26,2015S003017,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,36,2015S007808,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,34,2015S008392,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,46,2015S009137,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,36,2015S008572,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,31,2015S005830,Mujer,Pasajero,Taxi
No es debido al peatón,Herido leve,46,2015S002007,Hombre,Peatón,Autobús
No es debido al peatón,Herido leve,35,2015S007755,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,30,2015S003489,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,54,2015S003152,Mujer,Peatón,Motocicleta
No es debido al peatón,Herido leve,25,2015S000618,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,54,2015S004208,Hombre,Conductor,Motocicleta
Cruzar por fuera paso de peatones,Herido leve,28,2015S000400,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,47,2015S007956,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,33,2015S001181,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,52,2015S006436,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,28,2015S009203,Hombre,Conductor,Ciclomotor
Desobedecer la señan del semáforo,Herido leve,68,2015S006926,Hombre,Peatón,Motocicleta
No es debido al peatón,Herido leve,37,2015S003322,Mujer,Peatón,Motocicleta
No es debido al peatón,Herido leve,-1,2015S003027,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,46,2015S001769,Hombre,Conductor,Furgoneta
No es debido al peatón,Herido leve,24,2015S006239,Hombre,Conductor,Ciclomotor
Desobedecer la señan del semáforo,Herido leve,41,2015S004830,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,57,2015S006586,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,28,2015S009315,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,42,2015S006857,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,31,2015S003155,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,26,2015S003764,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,22,2015S004906,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,53,2015S006740,Hombre,Conductor,Furgoneta
No es debido al peatón,Herido leve,27,2015S008802,Mujer,Conductor,Ciclomotor
Cruzar por fuera paso de peatones,Herido leve,23,2015S008096,Mujer,Peatón,Motocicleta
No es debido al peatón,Herido leve,29,2015S003478,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,37,2015S008541,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,29,2015S008220,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,31,2015S002396,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,44,2015S006298,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,23,2015S006106,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,54,2015S006795,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,17,2015S009708,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,35,2015S007696,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,28,2015S005072,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,18,2015S003708,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve,44,2015S003708,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve,23,2015S002457,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,12,2015S003214,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,39,2015S001079,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,34,2015S001079,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,2,2015S003506,Hombre,Peatón,Bicicleta
No es debido al peatón,Herido leve,49,2015S000358,Hombre,Conductor,Motocicleta
Transitar a pie por la calzada,Herido leve,51,2015S009643,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,45,2015S005200,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,25,2015S002668,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,32,2015S000752,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,26,2015S006816,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,38,2015S003913,Mujer,Peatón,Furgoneta
No es debido al peatón,Herido leve,58,2015S005039,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,33,2015S002161,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,35,2015S008793,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,34,2015S002788,Hombre,Peatón,Taxi
No es debido al peatón,Herido leve,29,2015S004861,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,44,2015S004920,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,52,2015S003457,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,43,2015S002859,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,73,2015S002358,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,25,2015S000956,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,45,2015S007392,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,44,2015S004840,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,42,2015S002523,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,42,2015S004617,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,31,2015S004544,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,38,2015S008580,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,20,2015S005194,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,47,2015S008026,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,57,2015S009854,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,56,2015S009854,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,23,2015S007481,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,44,2015S002636,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,36,2015S003261,Mujer,Conductor,Bicicleta
No es debido al peatón,Herido leve,81,2015S005891,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,29,2015S006443,Hombre,Pasajero,Motocicleta
No es debido al peatón,Herido leve,44,2015S004284,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,28,2015S006101,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,80,2015S006101,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,30,2015S002975,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,54,2015S006011,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,10,2015S009243,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,35,2015S009243,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,50,2015S009581,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,33,2015S002913,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,30,2015S002704,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,24,2015S010005,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,36,2015S003054,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,23,2015S007454,Hombre,Conductor,Motocicleta
Desobedecer la señan del semáforo,Herido grave,29,2015S004772,Mujer,Peatón,Motocicleta
No es debido al peatón,Herido leve,56,2015S003648,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,34,2015S005809,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,28,2015S002106,Hombre,Conductor,Taxi
No es debido al peatón,Herido leve,28,2015S000959,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,34,2015S007209,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,25,2015S000356,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,48,2015S009180,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,26,2015S006371,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,49,2015S002459,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,50,2015S001193,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,44,2015S000942,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,30,2015S000883,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,49,2015S006655,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,27,2015S008505,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,41,2015S005789,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,48,2015S004510,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,-1,2015S005094,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve,52,2015S005871,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,24,2015S000127,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,23,2015S006728,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,29,2015S002845,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,83,2015S006386,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,84,2015S000222,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,42,2015S003369,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,58,2015S000241,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,42,2015S008184,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,35,2015S000797,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,30,2015S006975,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,39,2015S005016,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,17,2015S001391,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,68,2015S008649,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve,32,2015S006001,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,25,2015S006001,Hombre,Conductor,Turismo
Desobedecer la señan del semáforo,Herido leve,69,2015S004610,Mujer,Peatón,Bicicleta
No es debido al peatón,Herido leve,23,2015S007332,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,26,2015S006494,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,42,2015S006357,Hombre,Pasajero,Motocicleta
No es debido al peatón,Herido leve,32,2015S002152,Hombre,Conductor,Furgoneta
No es debido al peatón,Herido leve,37,2015S005978,Mujer,Conductor,Motocicleta
Desobedecer la señan del semáforo,Herido leve,72,2015S009720,Mujer,Peatón,Motocicleta
No es debido al peatón,Herido leve,28,2015S004584,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,58,2015S008914,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,28,2015S004428,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,29,2015S003212,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,40,2015S005063,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,22,2015S004708,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,47,2015S009599,Mujer,Conductor,Bicicleta
No es debido al peatón,Herido leve,43,2015S005239,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,79,2015S000313,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,54,2015S003029,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,41,2015S006413,Hombre,Conductor,Motocicleta
Cruzar por fuera paso de peatones,Herido leve,22,2015S000003,Mujer,Peatón,Taxi
No es debido al peatón,Herido leve,41,2015S000539,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,52,2015S000226,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,55,2015S005726,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,51,2015S004818,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,28,2015S001277,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,47,2015S009310,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,23,2015S007563,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,22,2015S007819,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,61,2015S000413,Hombre,Conductor,Taxi
No es debido al peatón,Herido leve,62,2015S004501,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,53,2015S001980,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,43,2015S006799,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,59,2015S001640,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,31,2015S002041,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,39,2015S007987,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,51,2015S000719,Hombre,Conductor,Motocicleta
Cruzar por fuera paso de peatones,Herido leve,34,2015S000615,Hombre,Peatón,Motocicleta
No es debido al peatón,Herido leve,36,2015S003668,Mujer,Conductor,Turismo
No es debido al peatón,Herido grave,18,2015S003718,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,36,2015S001502,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,64,2015S001340,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,26,2015S002490,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,37,2015S000269,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,6,2015S000256,Hombre,Peatón,Bicicleta
No es debido al peatón,Herido leve,53,2015S008000,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve,32,2015S000896,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,19,2015S001222,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,81,2015S002900,Mujer,Peatón,Bicicleta
No es debido al peatón,Herido leve,59,2015S000677,Hombre,Peatón,Motocicleta
No es debido al peatón,Herido leve,27,2015S002413,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,40,2015S006180,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,27,2015S008599,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,28,2015S007128,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,46,2015S003278,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,31,2015S004066,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,29,2015S004283,Hombre,Conductor,Turismo
Otros,Herido leve,28,2015S003715,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve,16,2015S000882,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve,21,2015S000350,Mujer,Pasajero,Autobús articulado
No es debido al peatón,Herido leve,22,2015S002211,Hombre,Conductor,Ciclomotor
Desobedecer la señan del semáforo,Herido leve,67,2015S009698,Hombre,Peatón,Autobús
No es debido al peatón,Herido leve,56,2015S009776,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,22,2015S006421,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,34,2015S007943,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,17,2015S001844,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,28,2015S007396,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,32,2015S007863,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,33,2015S005910,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,26,2015S003316,Mujer,Peatón,Motocicleta
No es debido al peatón,Herido leve,75,2015S005235,Mujer,Peatón,Turismo
Desobedecer la señan del semáforo,Herido leve,34,2015S001723,Hombre,Pasajero,Motocicleta
No es debido al peatón,Herido leve,46,2015S005684,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,22,2015S003159,Mujer,Conductor,Ciclomotor
Cruzar por fuera paso de peatones,Herido leve,70,2015S003617,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve,30,2015S007625,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,37,2015S001804,Hombre,Conductor,Motocicleta
Cruzar por fuera paso de peatones,Herido leve,6,2015S009882,Hombre,Peatón,Turismo
No es debido al peatón,Herido leve,36,2015S009000,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,50,2015S006052,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,22,2015S009614,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve,38,2015S001209,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,37,2015S009640,Hombre,Pasajero,Taxi
No es debido al peatón,Herido leve,56,2015S006291,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,26,2015S007546,Hombre,Conductor,Furgoneta
No es debido al peatón,Herido leve,23,2015S009457,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,24,2015S003434,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,21,2015S009280,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,49,2015S001432,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,34,2015S002906,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,46,2015S009879,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,26,2015S001682,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,44,2015S001902,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,19,2015S006434,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve,45,2015S006951,Hombre,Conductor,Taxi
No es debido al peatón,Herido leve,42,2015S000748,Hombre,Conductor,Otros vehíc. a motor
No es debido al peatón,Herido leve,20,2015S001545,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve,26,2015S009398,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,27,2015S002201,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,58,2015S009282,Mujer,Peatón,Furgoneta
No es debido al peatón,Herido leve,34,2015S002143,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,43,2015S000548,Hombre,Conductor,Ciclomotor
Cruzar por fuera paso de peatones,Herido leve,44,2015S001925,Hombre,Peatón,Otros vehíc. a motor
No es debido al peatón,Herido leve,59,2015S008633,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,42,2015S001994,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,55,2015S005510,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,47,2015S001666,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido grave,26,2015S001666,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,80,2015S005043,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve,51,2015S000287,Hombre,Conductor,Tractocamión
No es debido al peatón,Herido leve,-1,2015S001498,Mujer,Pasajero,Furgoneta
No es debido al peatón,Herido leve,64,2015S001498,Hombre,Conductor,"Camión <= 3,5 Tm"
No es debido al peatón,Herido leve,45,2015S005865,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,37,2015S005677,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve,28,2015S008767,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,38,2015S009818,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,37,2015S001900,Hombre,Conductor,Bicicleta
No es debido al peatón,Herido leve,65,2015S002770,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,38,2015S002117,Mujer,Conductor,Turismo
No es debido al peatón,Herido leve,77,2015S005110,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,79,2015S008950,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,28,2015S008210,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,26,2015S008210,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,26,2015S006156,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,62,2015S004132,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,52,2015S002424,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,38,2015S009719,Hombre,Pasajero,Furgoneta
No es debido al peatón,Herido leve,20,2015S009697,Hombre,Peatón,Turismo
No es debido al peatón,Herido leve,29,2015S007662,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,31,2015S007008,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,46,2015S004545,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,45,2015S006138,Hombre,Conductor,Autobús
No es debido al peatón,Herido leve,20,2015S008872,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,24,2015S007076,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve,22,2015S001617,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve,44,2015S000827,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,13,2015S002237,Hombre,Pasajero,Motocicleta
No es debido al peatón,Herido leve,48,2015S002237,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,43,2015S003860,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,25,2015S004067,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,18,2015S008007,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve,18,2015S001283,Mujer,Peatón,Furgoneta
No es debido al peatón,Herido leve,17,2015S004424,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve,35,2015S008206,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,69,2015S006329,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,35,2015S003288,Hombre,Peatón,Turismo
No es debido al peatón,Herido leve,29,2015S001520,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,46,2015S007586,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,-1,2015S005009,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,27,2015S002746,Mujer,Peatón,Motocicleta
No es debido al peatón,Herido leve,45,2015S005970,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,12,2015S001714,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve,14,2015S004787,Mujer,Pasajero,Ciclomotor
No es debido al peatón,Herido leve,34,2015S009331,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,25,2015S003571,Hombre,Peatón,Taxi
No es debido al peatón,Herido leve,32,2015S003581,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,47,2015S005225,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,52,2015S002175,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,17,2015S000031,Mujer,Pasajero,Taxi
Cruzar por fuera paso de peatones,Herido leve,2,2015S006498,Hombre,Peatón,Turismo
No es debido al peatón,Herido leve,53,2015S003519,Mujer,Pasajero,Turismo
Desobedecer la señan del semáforo,Herido leve,30,2015S008949,Hombre,Peatón,Autobús
No es debido al peatón,Herido leve,38,2015S007921,Mujer,Pasajero,Autobús
No es debido al peatón,Herido leve,49,2015S002093,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,37,2015S005113,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,40,2015S002756,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,25,2015S004576,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,45,2015S001099,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,38,2015S009306,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,59,2015S007532,Mujer,Peatón,Bicicleta
No es debido al peatón,Herido leve,51,2015S009155,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,35,2015S009399,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,56,2015S007012,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,27,2015S009160,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,33,2015S004134,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,66,2015S001549,Mujer,Peatón,Bicicleta
No es debido al peatón,Herido leve,24,2015S006117,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,44,2015S005357,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,52,2015S003346,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,27,2015S006580,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,52,2015S001906,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,29,2015S006356,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,47,2015S003443,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,20,2015S001378,Mujer,Peatón,Turismo
No es debido al peatón,Herido leve,69,2015S008869,Mujer,Peatón,Bicicleta
No es debido al peatón,Herido leve,36,2015S003694,Mujer,Pasajero,Motocicleta
No es debido al peatón,Herido leve,28,2015S001379,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,38,2015S001066,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,38,2015S006274,Hombre,Conductor,Turismo
No es debido al peatón,Herido grave,87,2015S003166,Hombre,Peatón,Turismo
No es debido al peatón,Herido leve,41,2015S003038,Hombre,Conductor,Ciclomotor
No es debido al peatón,Herido leve,42,2015S007403,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,44,2015S005668,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,33,2015S008234,Hombre,Conductor,Motocicleta
Otros,Herido leve,39,2015S003281,Mujer,Peatón,Furgoneta
No es debido al peatón,Herido leve,44,2015S008435,Hombre,Conductor,Motocicleta
Desobedecer la señan del semáforo,Herido leve,42,2015S008605,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,21,2015S004525,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,36,2015S002583,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,30,2015S003960,Hombre,Pasajero,Turismo
No es debido al peatón,Herido leve,30,2015S005429,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,31,2015S009065,Hombre,Pasajero,Turismo
No es debido al peatón,Herido grave,52,2015S006396,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,47,2015S004449,Mujer,Conductor,Motocicleta
No es debido al peatón,Herido leve,25,2015S005699,Hombre,Pasajero,Ciclomotor
No es debido al peatón,Herido leve,40,2015S001074,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,24,2015S008394,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,32,2015S007343,Mujer,Pasajero,Turismo
No es debido al peatón,Herido leve,19,2015S007640,Mujer,Pasajero,Ciclomotor
No es debido al peatón,Herido leve,23,2015S007830,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,35,2015S000936,Mujer,Conductor,Ciclomotor
No es debido al peatón,Herido leve,39,2015S000846,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,22,2015S006654,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,42,2015S007607,Hombre,Conductor,Turismo
No es debido al peatón,Herido leve,45,2015S007928,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,48,2015S001920,Hombre,Conductor,Motocicleta
No es debido al peatón,Herido leve,62,2015S001349,Hombre,Conductor,Turismo
